PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31888552","Mammographic density is a potential predictive marker of pathological response after neoadjuvant chemotherapy in breast cancer","Skarping I, Förnvik D, Sartor H, Heide-Jørgensen U, Zackrisson S, Borgquist S.","BMC Cancer. 2019 Dec 30;19(1):1272. doi: 10.1186/s12885-019-6485-4.","Skarping I","BMC Cancer","2019","2020/01/01","PMC6937786","","10.1186/s12885-019-6485-4"
"31888209","Inhibition of Histone Demethylases LSD1 and UTX Regulates ERα Signaling in Breast Cancer","Benedetti R, Dell'Aversana C, De Marchi T, Rotili D, Liu NQ, Novakovic B, Boccella S, Di Maro S, Cosconati S, Baldi A, Niméus E, Schultz J, Höglund U, Maione S, Papulino C, Chianese U, Iovino F, Federico A, Mai A, Stunnenberg HG, Nebbioso A, Altucci L.","Cancers (Basel). 2019 Dec 16;11(12):2027. doi: 10.3390/cancers11122027.","Benedetti R","Cancers (Basel)","2019","2020/01/01","PMC6966629","","10.3390/cancers11122027"
"31887175","Experiences of health services and unmet care needs of people with late-stage Parkinson's in England: A qualitative study","Read J, Cable S, Löfqvist C, Iwarsson S, Bartl G, Schrag A.","PLoS One. 2019 Dec 30;14(12):e0226916. doi: 10.1371/journal.pone.0226916. eCollection 2019.","Read J","PLoS One","2019","2019/12/31","PMC6936884","","10.1371/journal.pone.0226916"
"31886349","High-density scalp EEG data acquired in an inattentional blindness paradigm with background Gestalt stimuli","Nobre AP, Nikolaev AR, Wagemans J.","Data Brief. 2019 Nov 29;28:104901. doi: 10.1016/j.dib.2019.104901. eCollection 2020 Feb.","Nobre AP","Data Brief","2019","2019/12/31","PMC6920440","","10.1016/j.dib.2019.104901"
"31886161","Isolating peripheral effects of endogenous opioids in modulating exertional breathlessness in people with moderate or severe COPD: a randomised controlled trial","Currow DC, Hunt T, Louw S, Eckert D, Allcroft P, To THM, Greene A, Krajnik M, Mahler D, Ekström M.","ERJ Open Res. 2019 Dec 23;5(4):00153-2019. doi: 10.1183/23120541.00153-2019. eCollection 2019 Oct.","Currow DC","ERJ Open Res","2019","2019/12/31","PMC6926367","","10.1183/23120541.00153-2019"
"31885209","Treatment algorithm with dexamethasone intravitreal implant in patients with diabetic macular edema","Epstein D, Mirabelli P, Lövestam Adrian M.","Acta Ophthalmol. 2020 Jun;98(4):e528-e529. doi: 10.1111/aos.14339. Epub 2019 Dec 29.","Epstein D","Acta Ophthalmol","2020","2019/12/31","PMC7317982","","10.1111/aos.14339"
"33569144","Towards a Person-Oriented Approach to Psychotherapy Research","Lundh LG, Falkenström F.","J Pers Oriented Res. 2019 Dec 30;5(2):65-79. doi: 10.17505/jpor.2019.07. eCollection 2019.","Lundh LG","J Pers Oriented Res","2019","2021/02/11","PMC7842621","","10.17505/jpor.2019.07"
"31882957","Desert crossing strategies of migrant songbirds vary between and within species","Jiguet F, Burgess M, Thorup K, Conway G, Arroyo Matos JL, Barber L, Black J, Burton N, Castelló J, Clewley G, Copete JL, Czajkowski MA, Dale S, Davis T, Dombrovski V, Drew M, Elts J, Gilson V, Grzegorczyk E, Henderson I, Holdsworth M, Husbands R, Lorrilliere R, Marja R, Minkevicius S, Moussy C, Olsson P, Onrubia A, Pérez M, Piacentini J, Piha M, Pons JM, Procházka P, Raković M, Robins H, Seimola T, Selstam G, Skierczyński M, Sondell J, Thibault JC, Tøttrup AP, Walker J, Hewson C.","Sci Rep. 2019 Dec 27;9(1):20248. doi: 10.1038/s41598-019-56677-4.","Jiguet F","Sci Rep","2019","2019/12/29","PMC6934701","","10.1038/s41598-019-56677-4"
"31882620","Dissecting multi drug resistance in head and neck cancer cells using multicellular tumor spheroids","Azharuddin M, Roberg K, Dhara AK, Jain MV, Darcy P, Hinkula J, Slater NKH, Patra HK.","Sci Rep. 2019 Dec 27;9(1):20066. doi: 10.1038/s41598-019-56273-6.","Azharuddin M","Sci Rep","2019","2019/12/29","PMC6934860","","10.1038/s41598-019-56273-6"
"31882606","The effect of mindfulness training on extinction retention","Björkstrand J, Schiller D, Li J, Davidson P, Rosén J, Mårtensson J, Kirk U.","Sci Rep. 2019 Dec 27;9(1):19896. doi: 10.1038/s41598-019-56167-7.","Björkstrand J","Sci Rep","2019","2019/12/29","PMC6934560","","10.1038/s41598-019-56167-7"
"31882022","High occurrence of transportation and logistics occupations among vascular dementia patients: an observational study","van Loenhoud AC, de Boer C, Wols K, Pijnenburg YA, Lemstra AW, Bouwman FH, Prins ND, Scheltens P, Ossenkoppele R, van der Flier WM.","Alzheimers Res Ther. 2019 Dec 27;11(1):112. doi: 10.1186/s13195-019-0570-4.","van Loenhoud AC","Alzheimers Res Ther","2019","2019/12/29","PMC6933928","","10.1186/s13195-019-0570-4"
"31879085","Panel 7 - Pathogenesis of otitis media - a review of the literature between 2015 and 2019","Thornton RB, Hakansson A, Hood DW, Nokso-Koivisto J, Preciado D, Riesbeck K, Richmond PC, Su YC, Swords WE, Brockman KL.","Int J Pediatr Otorhinolaryngol. 2020 Mar;130 Suppl 1:109838. doi: 10.1016/j.ijporl.2019.109838. Epub 2019 Dec 19.","Thornton RB","Int J Pediatr Otorhinolaryngol","2020","2019/12/28","PMC7062565","NIHMS1547948","10.1016/j.ijporl.2019.109838"
"31878968","Cognitively normal women with Alzheimer's disease proteinopathy show relative preservation of memory but not of hippocampal volume","Caldwell JZK, Cummings JL, Banks SJ, Palmqvist S, Hansson O.","Alzheimers Res Ther. 2019 Dec 26;11(1):109. doi: 10.1186/s13195-019-0565-1.","Caldwell JZK","Alzheimers Res Ther","2019","2019/12/28","PMC6933621","","10.1186/s13195-019-0565-1"
"31878903","The impact of care process development and comorbidity on time to surgery, mortality rate and functional outcome for hip fracture patients: a retrospective analysis over 19 years with data from the Swedish National Registry for hip fracture patients, RIKSHÖFT","Turesson E, Ivarsson K, Thorngren KG, Hommel A.","BMC Musculoskelet Disord. 2019 Dec 26;20(1):616. doi: 10.1186/s12891-019-3007-0.","Turesson E","BMC Musculoskelet Disord","2019","2019/12/28","PMC6933741","","10.1186/s12891-019-3007-0"
"31878167","The Effects of Oil Extraction Methods on Recovery Yield and Emulsifying Properties of Proteins from Rapeseed Meal and Press Cake","Östbring K, Malmqvist E, Nilsson K, Rosenlind I, Rayner M.","Foods. 2019 Dec 24;9(1):19. doi: 10.3390/foods9010019.","Östbring K","Foods","2019","2019/12/28","PMC7023160","","10.3390/foods9010019"
"31877125","Human sperm displays rapid responses to diet","Nätt D, Kugelberg U, Casas E, Nedstrand E, Zalavary S, Henriksson P, Nijm C, Jäderquist J, Sandborg J, Flinke E, Ramesh R, Örkenby L, Appelkvist F, Lingg T, Guzzi N, Bellodi C, Löf M, Vavouri T, Öst A.","PLoS Biol. 2019 Dec 26;17(12):e3000559. doi: 10.1371/journal.pbio.3000559. eCollection 2019 Dec.","Nätt D","PLoS Biol","2019","2019/12/27","PMC6932762","","10.1371/journal.pbio.3000559"
"31872901","Efficacy and safety of dronedarone in patients with a prior ablation for atrial fibrillation/flutter: Insights from the ATHENA study","Vamos M, Calkins H, Kowey PR, Torp-Pedersen CT, Corp Dit Genti V, Wieloch M, Koren A, Hohnloser SH.","Clin Cardiol. 2020 Mar;43(3):291-297. doi: 10.1002/clc.23309. Epub 2019 Dec 24.","Vamos M","Clin Cardiol","2020","2019/12/25","PMC7068068","","10.1002/clc.23309"
"31871869","Leaky Optoelectrical Fiber for Optogenetic Stimulation and Electrochemical Detection of Dopamine Exocytosis from Human Dopaminergic Neurons","Vasudevan S, Kajtez J, Bunea AI, Gonzalez-Ramos A, Ramos-Moreno T, Heiskanen A, Kokaia M, Larsen NB, Martínez-Serrano A, Keller SS, Emnéus J.","Adv Sci (Weinh). 2019 Oct 16;6(24):1902011. doi: 10.1002/advs.201902011. eCollection 2019 Dec.","Vasudevan S","Adv Sci (Weinh)","2019","2019/12/25","PMC6918109","","10.1002/advs.201902011"
"31871729","Evaluating person-centredness for frail older persons in nursing homes before and after implementing a palliative care intervention","Bökberg C, Behm L, Wallerstedt B, Ahlström G.","Nurs Open. 2019 Nov 19;7(1):439-448. doi: 10.1002/nop2.408. eCollection 2020 Jan.","Bökberg C","Nurs Open","2019","2019/12/25","PMC6917927","","10.1002/nop2.408"
"31871666","Nest attendance by tropical and temperate passerine birds: Same constancy, different strategy","Austin SH, Robinson WD, Ellis VA, Rodden Robinson T, Ricklefs RE.","Ecol Evol. 2019 Nov 21;9(23):13555-13566. doi: 10.1002/ece3.5812. eCollection 2019 Dec.","Austin SH","Ecol Evol","2019","2019/12/25","PMC6912927","","10.1002/ece3.5812"
"31870279","Mechanisms of migraine as a chronic evolutive condition","Andreou AP, Edvinsson L.","J Headache Pain. 2019 Dec 23;20(1):117. doi: 10.1186/s10194-019-1066-0.","Andreou AP","J Headache Pain","2019","2019/12/25","PMC6929435","","10.1186/s10194-019-1066-0"
"31869529","Epistatic effect of TLR3 and cGAS-STING-IKKε-TBK1-IFN signaling variants on colorectal cancer risk","Catalano C, da Silva Filho MI, Frank C, Lu S, Jiraskova K, Vymetalkova V, Levy M, Liska V, Vycital O, Naccarati A, Vodickova L, Hemminki K, Vodicka P, Weber ANR, Försti A.","Cancer Med. 2020 Feb;9(4):1473-1484. doi: 10.1002/cam4.2804. Epub 2019 Dec 23.","Catalano C","Cancer Med","2020","2019/12/24","PMC7013077","","10.1002/cam4.2804"
"31868995","Time-dependent diffusion in undulating thin fibers: Impact on axon diameter estimation","Brabec J, Lasič S, Nilsson M.","NMR Biomed. 2020 Mar;33(3):e4187. doi: 10.1002/nbm.4187. Epub 2019 Dec 23.","Brabec J","NMR Biomed","2020","2019/12/24","PMC7027526","","10.1002/nbm.4187"
"31867488","Presegmentation Procedure Generates Smooth-Sided Microfluidic Devices: Unlocking Multiangle Imaging for Everyone?","Hochstetter A.","ACS Omega. 2019 Dec 2;4(25):20972-20977. doi: 10.1021/acsomega.9b02139. eCollection 2019 Dec 17.","Hochstetter A","ACS Omega","2019","2019/12/24","PMC6921255","","10.1021/acsomega.9b02139"
"31865927","Maternal dietary selenium intake is associated with increased gestational length and decreased risk of preterm delivery","Barman M, Brantsæter AL, Nilsson S, Haugen M, Lundh T, Combs GF, Zhang G, Muglia LJ, Meltzer HM, Jacobsson B, Sengpiel V.","Br J Nutr. 2020 Jan 28;123(2):209-219. doi: 10.1017/S0007114519002113. Epub 2019 Dec 23.","Barman M","Br J Nutr","2020","2019/12/24","PMC7015879","","10.1017/S0007114519002113"
"31864415","Triiodothyronine modulates neuronal plasticity mechanisms to enhance functional outcome after stroke","Talhada D, Feiteiro J, Costa AR, Talhada T, Cairrão E, Wieloch T, Englund E, Santos CR, Gonçalves I, Ruscher K.","Acta Neuropathol Commun. 2019 Dec 21;7(1):216. doi: 10.1186/s40478-019-0866-4.","Talhada D","Acta Neuropathol Commun","2019","2019/12/23","PMC6925884","","10.1186/s40478-019-0866-4"
"31863321","Metabolite profiling paradoxically reveals favorable levels of lipids, markers of oxidative stress and unsaturated fatty acids in a diabetes susceptible group of Middle Eastern immigrants","Al-Majdoub M, Spégel P, Bennet L.","Acta Diabetol. 2020 May;57(5):597-603. doi: 10.1007/s00592-019-01464-w. Epub 2019 Dec 20.","Al-Majdoub M","Acta Diabetol","2020","2019/12/22","PMC7160074","","10.1007/s00592-019-01464-w"
"31862923","Not all birds have a single dominantly expressed MHC-I gene: Transcription suggests that siskins have many highly expressed MHC-I genes","Drews A, Westerdahl H.","Sci Rep. 2019 Dec 20;9(1):19506. doi: 10.1038/s41598-019-55800-9.","Drews A","Sci Rep","2019","2019/12/22","PMC6925233","","10.1038/s41598-019-55800-9"
"31862877","Profiling of the plasma proteome across different stages of human heart failure","Egerstedt A, Berntsson J, Smith ML, Gidlöf O, Nilsson R, Benson M, Wells QS, Celik S, Lejonberg C, Farrell L, Sinha S, Shen D, Lundgren J, Rådegran G, Ngo D, Engström G, Yang Q, Wang TJ, Gerszten RE, Smith JG.","Nat Commun. 2019 Dec 20;10(1):5830. doi: 10.1038/s41467-019-13306-y.","Egerstedt A","Nat Commun","2019","2019/12/22","PMC6925199","","10.1038/s41467-019-13306-y"
"31861839","Self-Assembly in Ganglioside‒Phospholipid Systems: The Co-Existence of Vesicles, Micelles, and Discs","Mojumdar EH, Grey C, Sparr E.","Int J Mol Sci. 2019 Dec 20;21(1):56. doi: 10.3390/ijms21010056.","Mojumdar EH","Int J Mol Sci","2019","2019/12/22","PMC6982371","","10.3390/ijms21010056"
"31860786","A diabetes-associated genetic variant is associated with diastolic dysfunction and cardiovascular disease","Molvin J, Jujic A, Nilsson PM, Leosdottir M, Lindblad U, Daka B, Bennet L, Råstam L, Lyssenko V, Magnusson M.","ESC Heart Fail. 2020 Feb;7(1):348-356. doi: 10.1002/ehf2.12573. Epub 2019 Dec 20.","Molvin J","ESC Heart Fail","2020","2019/12/21","PMC7083427","","10.1002/ehf2.12573"
"31858729","Prolargin and matrix metalloproteinase-2 in heart failure after heart transplantation and their association with haemodynamics","Ahmed A, Ahmed S, Arvidsson M, Bouzina H, Lundgren J, Rådegran G.","ESC Heart Fail. 2020 Feb;7(1):223-234. doi: 10.1002/ehf2.12560. Epub 2019 Dec 19.","Ahmed A","ESC Heart Fail","2020","2019/12/21","PMC7083509","","10.1002/ehf2.12560"
"31857852","Crizotinib and PARP inhibitors act synergistically by triggering apoptosis in high-grade serous ovarian cancer","Sahin ID, Jönsson JM, Hedenfalk I.","Oncotarget. 2019 Dec 10;10(65):6981-6996. doi: 10.18632/oncotarget.27363. eCollection 2019 Dec 10.","Sahin ID","Oncotarget","2019","2019/12/21","PMC6916751","","10.18632/oncotarget.27363"
"31856920","Organotypic slice culture model demonstrates inter-neuronal spreading of alpha-synuclein aggregates","Elfarrash S, Jensen NM, Ferreira N, Betzer C, Thevathasan JV, Diekmann R, Adel M, Omar NM, Boraie MZ, Gad S, Ries J, Kirik D, Nabavi S, Jensen PH.","Acta Neuropathol Commun. 2019 Dec 19;7(1):213. doi: 10.1186/s40478-019-0865-5.","Elfarrash S","Acta Neuropathol Commun","2019","2019/12/21","PMC6924077","","10.1186/s40478-019-0865-5"
"31856854","Orofacial pain in juvenile idiopathic arthritis is associated with stress as well as psychosocial and functional limitations","Dimitrijevic Carlsson A, Wahlund K, Kindgren E, Skogh T, Starkhammar Johansson C, Alstergren P.","Pediatr Rheumatol Online J. 2019 Dec 19;17(1):83. doi: 10.1186/s12969-019-0385-7.","Dimitrijevic Carlsson A","Pediatr Rheumatol Online J","2019","2019/12/21","PMC6921529","","10.1186/s12969-019-0385-7"
"31856741","Impaired kidney function is associated with lower cognitive function in the elder general population. Results from the Good Aging in Skåne (GÅS) cohort study","Månsson T, Overton M, Pihlsgård M, Elmståhl S.","BMC Geriatr. 2019 Dec 19;19(1):360. doi: 10.1186/s12877-019-1381-y.","Månsson T","BMC Geriatr","2019","2019/12/21","PMC6924030","","10.1186/s12877-019-1381-y"
"31854251","Child-Centred Health Dialogue for primary prevention of obesity in Child Health Services - a feasibility study","Derwig M, Tiberg I, Björk J, Hallström I.","Scand J Public Health. 2021 Jun;49(4):384-392. doi: 10.1177/1403494819891025. Epub 2019 Dec 19.","Derwig M","Scand J Public Health","2021","2019/12/20","PMC8135234","","10.1177/1403494819891025"
"31854250","Decreased atrioventricular plane displacement after acute myocardial infarction yields a concomitant decrease in stroke volume","Berg J, Jablonowski R, Nordlund D, Kopic S, Bidhult S, Xanthis CG, Saeed M, Solem K, Arheden H, Carlsson M.","J Appl Physiol (1985). 2020 Feb 1;128(2):252-263. doi: 10.1152/japplphysiol.00480.2019. Epub 2019 Dec 19.","Berg J","J Appl Physiol (1985)","2020","2019/12/20","PMC7052588","","10.1152/japplphysiol.00480.2019"
"31853481","""Voluntarily Admitted Against My Will"": Patient Perspectives on Effects of, and Alternatives to, Coercion in Psychiatric Care for Self-Injury","Gerle E, Fischer A, Lundh LG.","J Patient Exp. 2019 Dec;6(4):265-270. doi: 10.1177/2374373518800811. Epub 2018 Sep 18.","Gerle E","J Patient Exp","2019","2019/12/20","PMC6908982","","10.1177/2374373518800811"
"31852985","Inhibition of epileptiform activity by neuropeptide Y in brain tissue from drug-resistant temporal lobe epilepsy patients","Wickham J, Ledri M, Bengzon J, Jespersen B, Pinborg LH, Englund E, Woldbye DPD, Andersson M, Kokaia M.","Sci Rep. 2019 Dec 18;9(1):19393. doi: 10.1038/s41598-019-56062-1.","Wickham J","Sci Rep","2019","2019/12/20","PMC6920462","","10.1038/s41598-019-56062-1"
"31852917","Ultrastructural modeling of small angle scattering from photosynthetic membranes","Jakubauskas D, Kowalewska Ł, Sokolova AV, Garvey CJ, Mortensen K, Jensen PE, Kirkensgaard JJK.","Sci Rep. 2019 Dec 18;9(1):19405. doi: 10.1038/s41598-019-55423-0.","Jakubauskas D","Sci Rep","2019","2019/12/20","PMC6920412","","10.1038/s41598-019-55423-0"
"31852887","Improvement in indices of cellular protection after psychological treatment for social anxiety disorder","Månsson KNT, Lindqvist D, Yang LL, Svanborg C, Isung J, Nilsonne G, Bergman-Nordgren L, El Alaoui S, Hedman-Lagerlöf E, Kraepelien M, Högström J, Andersson G, Boraxbekk CJ, Fischer H, Lavebratt C, Wolkowitz OM, Furmark T.","Transl Psychiatry. 2019 Dec 19;9(1):340. doi: 10.1038/s41398-019-0668-2.","Månsson KNT","Transl Psychiatry","2019","2019/12/20","PMC6920472","","10.1038/s41398-019-0668-2"
"31852705","Understanding the role of diabetes in the osteoarthritis disease and treatment process: a study protocol for the Swedish Osteoarthritis and Diabetes (SOAD) cohort","Dell'Isola A, Vinblad J, Lohmander S, Svensson AM RN, PhD, Turkiewicz A, Franzén S, Nauclér E, W-Dahl A, Abbott A, Dahlberg L, Rolfson O, Englund M.","BMJ Open. 2019 Dec 17;9(12):e032923. doi: 10.1136/bmjopen-2019-032923.","Dell'Isola A","BMJ Open","2019","2019/12/20","PMC6937096","","10.1136/bmjopen-2019-032923"
"33501150","Exploiting Robot Hand Compliance and Environmental Constraints for Edge Grasps","Bimbo J, Turco E, Ghazaei Ardakani M, Pozzi M, Salvietti G, Bo V, Malvezzi M, Prattichizzo D.","Front Robot AI. 2019 Dec 19;6:135. doi: 10.3389/frobt.2019.00135. eCollection 2019.","Bimbo J","Front Robot AI","2019","2021/01/27","PMC7805883","","10.3389/frobt.2019.00135"
"31850045","Disentangling the Environmental Factors That Shape Genetic and Phenotypic Leaf Trait Variation in the Tree Qualea grandiflora Across the Brazilian Savanna","Buzatti RSO, Pfeilsticker TR, Muniz AC, Ellis VA, de Souza RP, Lemos-Filho JP, Lovato MB.","Front Plant Sci. 2019 Dec 2;10:1580. doi: 10.3389/fpls.2019.01580. eCollection 2019.","Buzatti RSO","Front Plant Sci","2019","2019/12/19","PMC6900740","","10.3389/fpls.2019.01580"
"31849956","Oxidative Stress Attenuates TLR3 Responsiveness and Impairs Anti-viral Mechanisms in Bronchial Epithelial Cells From COPD and Asthma Patients","Menzel M, Ramu S, Calvén J, Olejnicka B, Sverrild A, Porsbjerg C, Tufvesson E, Bjermer L, Akbarshahi H, Uller L.","Front Immunol. 2019 Nov 29;10:2765. doi: 10.3389/fimmu.2019.02765. eCollection 2019.","Menzel M","Front Immunol","2019","2019/12/19","PMC6895140","","10.3389/fimmu.2019.02765"
